subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
cereal	has_property	fjallraven	0.0777	1.0	0.0007
cereal	has_property	fhnw	0.0777	1.0	0.0028
cereal	has_property	dna	0.0777	0.9504	0.0004
cereal	has_property	ddt	0.0777	1.0	0.0034
cereal	has_property	czech	0.0777	0.9181	0.0001
cereal	has_property	curable	0.0777	0.893	0.001
cereal	has_property	cpu	0.0777	0.9621	0.0002
cereal	has_property	cnn	0.0777	0.8887	0.0002
cereal	has_property	cited	0.0777	0.8567	0.0019
cereal	has_property	celebrated	0.0777	0.9464	0.0004
cereal	has_property	bbl	0.0777	0.9046	0.0014
cereal	has_property	bjork	0.0777	1.0	0.0014
cereal	has_property	bsa	0.0777	1.0	0.0004
cereal	has_weather	wet	0.0777	0.8938	0.0008
cereal	has_trait	vulgar	0.0777	0.7811	0.025
cereal	has_trait	ruined	0.0777	0.815	0.0405
cereal	has_trait	odd	0.0777	0.8706	0.0003
cereal	has_trait	nice	0.0777	0.9464	0.0005
ai	has_property	different from automation	0.0777	0.8343	0.4863
omelet	can	mass	0.0777	0.9174	0.017
thai	can	yarn	0.0777	0.8434	0.0058
essential oil	has_property	phase	0.0777	0.9186	0.0034
essential oil	has_property	hal	0.0777	0.8186	0.0064
pesticide	relate to	climate change	0.0777	0.899	0.0505
ddt	stop	spread of malaria	0.0777	0.9167	1.0
laziness	affect	society	0.0777	0.9392	0.0009
garbage	affect	humans	0.0777	0.9274	0.0008
plastic	has_property	ionic	0.0777	0.8997	0.0004
plastic	has_property	wwi	0.0777	1.0	0.0004
varus	has_property	rotating	0.0777	0.8371	0.0039
varus	has_movement	running	0.0777	0.9358	0.0004
varus	has_property	sneezing	0.0777	0.8711	0.0011
varus	has_movement	ahead	0.0777	0.8973	0.0001
varus	has_property	die	0.0777	0.9522	0.0023
varus	has_property	heed	0.0777	0.7156	0.0075
sodium	has_property	one	0.0777	0.9293	0.0006
male	have	testosterone	0.0777	0.8867	0.0701
liverpool	can	flying	0.0777	0.8565	0.0133
hut	can	ftp	0.0777	0.858	0.0012
hut	can	fed	0.0777	0.7811	0.0022
turtle	can	plane	0.0777	0.8447	0.0214
lichen	has_trait	open	0.0777	0.9491	0.0001
kettle	can	cab	0.0777	0.8278	0.0052
comment	be unavailable on	dmz	0.0777	0.9357	1.0
cannula	stop	working	0.0777	0.8813	0.0007
radon	can	testing	0.0777	0.8706	0.0346
bowel movement	be like	pebbles	0.0777	0.8602	0.4834
polysaccharide	has_property	classified	0.0777	0.9443	0.0007
library routine	can	work	0.0777	0.9072	0.0
creature	can	numbers	0.0777	0.8364	0.0078
cancer	affect	a person daily life	0.0777	0.9314	1.0
magic puzzles	keep	crashing	0.0777	0.9229	0.0012
oig	has_property	twitching	0.0777	0.8117	0.0008
oig	has_property	squeaking	0.0777	0.8283	0.0007
oig	has_movement	ahead	0.0777	0.8973	0.0001
satan	can	exist	0.0777	0.8902	0.0002
cooperation	be important in	drama	0.0777	0.882	0.0078
coconut	have	holes	0.0777	0.927	0.0013
doh	has_property	go	0.0777	0.9403	0.0001
sable brush	has_temperature	hot	0.0777	0.8995	0.0003
sable brush	has_property	quieter	0.0777	0.8547	0.0054
sable brush	has_property	different	0.0777	0.9463	0.0001
sable brush	has_trait	attractive	0.0777	0.9206	0.0004
baby	can	frown	0.0777	0.6963	0.1079
chipmunk	has_movement	snake	0.0777	0.8909	0.0021
camera	make	eyes red	0.0777	0.9071	0.1896
nyssa	get	married	0.0777	0.9244	0.0017
edge	compare to	chrome	0.0777	0.781	0.4461
communication	create	culture	0.0777	0.8633	0.2217
shield	has_property	funding	0.0777	0.8216	0.0214
subsidizer	has_property	rent	0.0777	0.8177	0.1372
donkey	can	show	0.0777	0.8708	0.0035
plastic	has_property	mfg	0.0777	0.8709	0.0012
ironman	can	die	0.0777	0.8892	0.0001
plat	has_movement	ahead	0.0777	0.8973	0.0001
coolie	has_property	vs	0.0777	0.9298	0.0002
discount	has_property	nfl	0.0777	0.9702	0.0003
discount	has_property	square	0.0777	0.9379	0.0004
sore throat	taste	bad	0.0777	0.904	0.0024
manches	has_place	off	0.0777	0.9169	0.0005
fight	start at	schools	0.0777	0.8054	1.0
gut	has_property	business	0.0777	0.9305	0.003
pin	has_property	gain	0.0777	0.8571	0.0182
landscape	has_trait	quiet	0.0777	0.8833	0.0001
strobe light	has_manner	better	0.0777	0.9272	0.0003
curve	has_property	lying	0.0777	0.8089	0.0009
lightning	has_property	squeaking	0.0777	0.8283	0.0007
university life	be in	states	0.0777	0.9439	0.0223
platelet	has_property	own	0.0777	0.8187	0.0005
blindness	occur in	diabetes	0.0777	0.8979	0.024
souther	has_property	towing	0.0777	0.8376	0.7045
thermostat	can	occupied	0.0777	0.8005	0.0014
sponge	has_property	fm	0.0777	0.9428	0.0003
redskin	has_property	soft now	0.0777	0.9298	0.791
ho	has_property	we	0.0777	0.9436	0.0003
convention	has_property	dire	0.0777	0.7577	0.0012
program	can	run	0.0777	0.8381	0.0005
democracy	has_property	good for bad for saudi arabia	0.0777	0.8422	1.0
horse	be involved in	circus	0.0777	0.8895	1.0
pistol	has_property	sam	0.0777	0.9135	0.0007
ethic	play role in	nursing	0.0777	0.8636	0.2179
rastafarian	can	live	0.0777	0.9265	0.0003
water	be used	cool	0.0777	0.8645	0.4089
mountain	have jagged	peaks	0.0777	0.8093	1.0
dev	be in	italy	0.0777	0.9568	0.0022
shoot	can	pins	0.0777	0.8459	0.1122
pin	has_property	email	0.0777	0.9496	0.0009
giraffe	need	horns	0.0777	0.8489	0.0775
electrolyte	be measured in	foods	0.0777	0.8953	1.0
northerner	has_property	cities	0.0777	0.9527	0.0051
plastic	has_property	ipa	0.0777	0.7771	0.0007
plastic	has_property	dwarf	0.0777	0.8634	0.0003
polyp	has_property	size	0.0777	0.919	0.0004
nerd	can	jump	0.0777	0.8827	0.0001
toothpaste	can	ask	0.0777	0.84	0.0009
kat	can	lay	0.0777	0.8547	0.0097
antelope	protect from	predators	0.0777	0.9313	0.0052
ruin	has_property	twitching	0.0777	0.8117	0.0008
proliferation	affect	us	0.0777	0.9708	0.0005
computing	can	drop	0.0777	0.8215	0.0028
turtle	has_property	cpu	0.0777	0.9621	0.0002
slogan	has_property	"possibilities "" used in both campbell soup ads"	0.0777	0.7475	1.0
congressional district	has_property	ice	0.0777	0.952	0.0004
hemoglobin	can	last	0.0777	0.8044	0.0006
floating-point number	has_movement	bounded	0.0777	0.6279	0.0332
laptop	be good for	business	0.0777	0.9548	0.0134
cephalopod	has_time	yet	0.0777	0.9117	0.0003
national debt	affect	the world today	0.0777	0.9474	0.0354
shrink	can	fib	0.0777	0.7358	0.4738
shrink	can	films	0.0777	0.8805	0.0408
absence seizure	can	start	0.0777	0.8401	0.0005
power outage	be in	tulsa	0.0777	0.938	0.0263
iceland	be referred	as the land of the midnight sun	0.0777	0.928	1.0
iceland	have	glaciers	0.0777	0.8794	0.3107
animal	twitch	when they sleep	0.0777	0.9142	1.0
element	be in	same vertical column called	0.0777	0.7703	1.0
footballer	has_property	paid more	0.0777	0.9558	0.0247
magnesium	have	la	0.0777	0.8531	0.0037
llama	can	move	0.0777	0.9058	0.0002
elf	can	number	0.0777	0.8627	0.0018
mouth	can	watering	0.0777	0.7854	1.0
bacon	can	curl	0.0777	0.8506	0.0064
tom	can	riddle be the heir of slithering	0.0777	0.7572	1.0
rare-earth element	has_property	set	0.0777	0.9369	0.0005
tropic	can	twitch	0.0777	0.8372	0.0002
viramune	has_property	pro	0.0777	0.9015	0.0017
friend	can share on	facebook	0.0777	0.8484	0.4478
phosphorus	have	10 valence electrons	0.0777	0.9621	0.4449
banana	grow in	curves	0.0777	0.7513	1.0
plastic	has_property	uganda	0.0777	0.9051	0.0016
plastic	has_property	izernore	0.0777	1.0	0.3352
plastic	has_property	działdowo	0.0777	1.0	0.0353
radiolarian	can	work	0.0777	0.9072	0.0
artery	can	sleep	0.0777	0.9099	0.0002
eyelid	stay	open	0.0777	0.9133	0.0222
urine	turn	into ammonia	0.0777	0.8021	0.2232
male	jump	higher than females	0.0777	0.8209	1.0
pin	has_property	news	0.0777	0.9414	0.0011
ceiling	have	texture	0.0777	0.8919	0.0231
sponge	has_property	hermaphrodites	0.0777	0.7911	0.05
wheat	can	obtain	0.0777	0.8321	0.0103
cyclone	has_time	old	0.0777	0.9313	0.0002
plastic	has_property	twice	0.0777	0.9126	0.0003
dolphin	has_property	alas	0.0777	0.7945	0.0881
actor	take	stage names	0.0777	0.8622	1.0
salmon	look	different	0.0777	0.9153	0.001
developing	has_property	tu	0.0777	0.9045	0.0119
krishna	love	butter	0.0777	0.8265	1.0
apricot bar	CAN	can frozen	0.0777	0.952	0.042
breakfast	be different	at the tucks house	0.0777	0.742	1.0
standardizer	has_property	tool	0.0777	0.9058	0.0076
boxing	have	la	0.0777	0.8531	0.0037
mar	be good company	work for	0.0777	0.9437	0.0843
hair	can	separate	0.0777	0.8516	0.0066
kink	can	gift	0.0777	0.9142	0.0029
essential oil	has_property	emit	0.0777	0.8623	0.0024
discount	has_property	lanyard	0.0777	0.6458	0.2157
discount	has_property	wt	0.0777	0.8872	0.0006
discount	has_property	gresham	0.0777	1.0	0.0268
discount	has_property	wqhd	0.0777	1.0	0.0011
discount	has_property	wasn	0.0777	0.879	0.0006
discount	has_property	tqm	0.0777	1.0	0.0009
discount	has_property	tkmaxx	0.0777	1.0	0.01
discount	has_property	fbi	0.0777	0.878	0.0002
discount	has_property	fda	0.0777	0.8562	0.0006
loki	can	cap	0.0777	0.8578	0.0021
coke	can	spoil	0.0777	0.8419	0.0043
hamburger bun	can	frozen	0.0777	0.952	0.0164
unreason	be embraced	by christianity	0.0777	0.8173	1.0
japan	has_property	eu	0.0777	0.9633	0.0027
cmbr	has_place	down	0.0777	0.9397	0.0002
fern	have	bumps	0.0777	0.8828	0.0055
dimension	be placed	on a scale drawing	0.0777	0.8057	1.0
pin	has_property	isaiah	0.0777	1.0	0.0906
pin	has_property	ayarları	0.0777	1.0	0.005
parus	has_diet	vegan	0.0777	0.9111	0.0001
banjo	can	average	0.0777	0.8228	0.0009
dictator	has_trait	ruthless	0.0777	0.7516	0.2662
capybara	has_property	natural	0.0777	0.8818	0.0007
mater	has_property	working	0.0777	0.9281	0.0001
fold	has_property	ayurveda	0.0777	0.8939	0.0008
iodide	has_property	ion	0.0777	0.8789	0.0031
ethnocentrism	affect	a person's perceptions of others	0.0777	0.8155	1.0
coal	can	dust	0.0777	0.848	0.029
starch	can	veto	0.0777	0.9229	0.0054
solicitor	be called	brief	0.0777	0.7954	1.0
hydrate	change	color when heated	0.0777	0.8193	0.1975
magnolia	can	twitter	0.0777	0.854	0.0004
artichoke	can	seed	0.0777	0.9108	0.0098
chloroplast	contribute to	survival of plant	0.0777	0.8335	0.3125
stingray	has_property	fbi	0.0777	0.878	0.0002
croatia	can	slow	0.0777	0.8022	0.0005
croatia	can	situated	0.0777	0.8774	0.5021
calendar	has_trait	active	0.0777	0.8849	0.0005
employer	want	high school transcripts	0.0777	0.8115	1.0
ingrown toenail	grow	back	0.0777	0.9207	0.0019
nurse	burn	out	0.0777	0.8923	0.0088
cran	can	tools	0.0777	0.8738	0.0297
killer whale	has_property	oil	0.0777	0.9473	0.0002
colicroot	can	work	0.0777	0.9072	0.0
morocco	has_place	out	0.0777	0.9423	0.0002
hemolysis	ruin	a blood sample	0.0777	0.7928	1.0
census	ask about	race	0.0777	0.8908	1.0
warrant	has_property	texas	0.0777	0.9583	0.0031
shirt	has_property	american	0.0777	0.9488	0.0005
advent	start	when it does	0.0777	0.8229	0.5745
irish	has_property	cities	0.0777	0.9527	0.0051
b lymphocyte	fight	infection	0.0777	0.9289	0.009
foreclosure	has_place	up	0.0777	0.9414	0.0001
spike	can	fit	0.0777	0.8772	0.0005
gorilla	throw	feces	0.0777	0.7919	0.0371
animal	have	vertical pupils	0.0777	0.8948	0.0372
portrait	can	occasion	0.0777	0.7627	0.0135
massage	be good for	health	0.0777	0.9347	0.0047
kind	has_property	but	0.0777	0.9327	0.0002
wall plate	can	work	0.0777	0.9072	0.0
independent judiciary essential	be to	democracy	0.0777	0.9596	0.029
broom	can	grow	0.0777	0.9109	0.0001
turki	can	dream	0.0777	0.9025	0.0069
artery	can	snap	0.0777	0.872	0.0004
magnum	be used	for packing for ex. magnum aseptic packing	0.0777	0.744	1.0
fuel	has_property	economically important	0.0777	0.8773	0.0204
mat	has_property	circular	0.0777	0.8726	0.0015
antidepressant	has_property	went	0.0777	0.8425	0.0004
electron	have	higher energy	0.0777	0.8501	0.5105
thigh	can	function	0.0777	0.8775	0.0013
ending	be important in	counseling	0.0777	0.8895	0.0173
cinderella	can	squash	0.0777	0.7977	0.0039
math	prove	anything	0.0777	0.8068	0.9059
crisp	can	pump	0.0777	0.8781	0.0153
shrimp	be supposed	to smell	0.0777	0.9051	0.048
only	has_property	it	0.0777	0.9152	0.0005
saturn	be colder than	earth	0.0777	0.8963	0.0763
spreadsheet	grow in	size	0.0777	0.9052	0.0202
collar	has_property	sneezing	0.0777	0.8711	0.0011
collar	has_property	squeaking	0.0777	0.8283	0.0007
swain	has_property	unpopular	0.0777	0.8436	0.0082
ladybird	has_diet	vegan	0.0777	0.9111	0.0001
atp	utilize	energy	0.0777	0.8614	0.2081
social class	has_time	early	0.0777	0.9442	0.0036
carbon nanotube	has_property	usa	0.0777	0.9552	0.0005
carbon nanotube	has_property	aqua	0.0777	0.8651	0.0011
carbon nanotube	has_property	ultimate	0.0777	0.9412	0.0019
carbon nanotube	has_property	ucla	0.0777	0.842	0.001
carbon nanotube	has_property	sized	0.0777	0.7939	0.001
carbon nanotube	has_property	space	0.0777	0.9421	0.0099
carbon nanotube	has_property	sgt	0.0777	0.8844	0.0004
carbon nanotube	has_trait	sweet	0.0777	0.9011	0.0003
carbon nanotube	has_property	quid	0.0777	0.925	0.0008
beowulf	have	character traits	0.0777	0.8355	0.4883
button	has_movement	running	0.0777	0.9358	0.0004
socket	has_property	equivalent	0.0777	0.8374	0.0005
oat	get	slimy	0.0777	0.8724	0.006
stamp	can	zip	0.0777	0.8974	0.0004
ambulance	have	police escort	0.0777	0.8143	1.0
steam	has_place	away	0.0777	0.8939	0.0002
monochromat	can	look	0.0777	0.9308	0.0005
doctor	can	qualify	0.0777	0.8262	0.0005
electric bill	has_property	higher in winter	0.0777	0.927	0.0355
mustagh	has_place	out	0.0777	0.9423	0.0002
hydrogen atom	has_property	bonded	0.0777	0.8797	0.0211
temple	has_property	belts	0.0777	0.9536	0.0002
ohio	can	square	0.0777	0.8749	0.001
plastic	has_property	ivy	0.0777	0.9136	0.0004
turtle	can	hunger	0.0777	0.8393	0.0572
meter	has_place	up	0.0777	0.9414	0.0001
northern	has_property	ac	0.0777	0.9064	0.0046
tourist	visit	yellowstone national park	0.0777	0.7431	1.0
scarcity	relate to	government	0.0777	0.7968	0.0863
pepper	can	twins	0.0777	0.9216	0.009
pepper	can	rap	0.0777	0.8297	0.0019
pepper	can	ftp	0.0777	0.858	0.0012
gas	expand on	heating	0.0777	0.8106	0.0495
border collie	be smarter than	other dogs	0.0777	0.9118	1.0
middle age	has_property	dark ages	0.0777	0.9056	1.0
persian empire	came to	end	0.0777	0.8302	1.0
variance	can	learn	0.0777	0.9215	0.003
rope bridge	can	work	0.0777	0.9072	0.0
card	has_property	ava	0.0777	0.8658	0.0027
sponge	has_property	dip	0.0777	0.8951	0.001
ball	can	ride	0.0777	0.8684	0.0055
force	has_trait	stronger	0.0777	0.9236	0.0048
jax	can	weight	0.0777	0.8817	0.0051
poem	has_property	ill	0.0777	0.9015	0.0004
scotland	can	weather	0.0777	0.8482	0.0093
buckeye	has_property	yeti	0.0777	0.7511	0.0291
buckeye	has_property	vector	0.0777	0.8814	0.0023
cod	can	eating	0.0777	0.8646	0.0177
diversity	can benefit	society	0.0777	0.9107	0.0782
keen	can	smart	0.0777	0.8423	0.0035
mince	can	twitter	0.0777	0.854	0.0004
opinion	has_property	did	0.0777	0.8685	0.0004
suspense	be in	hyde	0.0777	0.906	0.2664
suspense	be in	jekyll	0.0777	0.9635	0.2664
birthing	has_property	kit	0.0777	0.8843	0.0013
cupcake	has_property	day	0.0777	0.9357	0.0002
immigration	has_property	important to the region now	0.0777	0.9126	1.0
customer	has_trait	efficient	0.0777	0.9157	0.0008
bleach	can	lyrics	0.0777	0.8903	0.0002
insulin	can	sting	0.0777	0.9354	0.0037
insulin	can	itching	0.0777	0.8165	0.0096
williams	has_property	common last name	0.0777	0.9357	0.0851
drain	can	pan	0.0777	0.8189	0.0005
sunflower seed	has_property	pies	0.0777	0.9043	0.0017
sunflower seed	has_body_part	lip	0.0777	0.8139	0.0072
sunflower seed	has_property	dvd	0.0777	0.9348	0.0002
sunflower seed	has_property	psoriasis	0.0777	0.8885	0.0057
sunflower seed	has_property	put	0.0777	0.891	0.0003
sunflower seed	has_property	pd	0.0777	0.9573	0.0002
sunflower seed	has_property	pcs	0.0777	0.9424	0.0008
sunflower seed	has_property	okla	0.0777	1.0	0.0029
sunflower seed	has_property	oily	0.0777	0.8701	0.0003
sunflower seed	has_property	oily	0.0777	0.8701	0.0003
sunflower seed	has_property	obtained	0.0777	0.9214	0.0012
sunflower seed	has_property	nwt	0.0777	1.0	0.0008
sunflower seed	has_property	ntuc	0.0777	1.0	0.0064
sunflower seed	has_property	nkjv	0.0777	1.0	0.0006
sunflower seed	has_property	nh3	0.0777	1.0	0.0378
sunflower seed	has_property	mtg	0.0777	0.8775	0.0004
sunflower seed	has_property	map	0.0777	0.955	0.0006
sunflower seed	has_property	mql4	0.0777	1.0	0.0008
sunflower seed	has_property	mp3	0.0777	0.8867	0.0001
sunflower seed	has_property	mnemonic	0.0777	0.9152	0.0003
sunflower seed	has_property	molnar	0.0777	1.0	0.0005
sunflower seed	has_property	msw	0.0777	1.0	0.0004
sunflower seed	has_property	mope	0.0777	0.8564	0.0209
sunflower seed	has_property	mbti	0.0777	1.0	0.0007
sunflower seed	has_property	lxi	0.0777	1.0	0.002
sunflower seed	has_property	lvov	0.0777	1.0	0.004
sunflower seed	has_property	lucky	0.0777	0.8875	0.0006
sunflower seed	has_property	ltd	0.0777	0.8533	0.0004
sunflower seed	has_property	ll	0.0777	0.8499	0.0008
sunflower seed	has_property	natl	0.0777	0.7618	0.0009
sunflower seed	has_property	ljubljana	0.0777	1.0	0.0005
sunflower seed	has_property	lhasa	0.0777	0.9237	0.0014
sunflower seed	has_property	lgbt	0.0777	0.9399	0.0003
sunflower seed	has_property	lcd	0.0777	0.946	0.0007
sunflower seed	has_property	huh	0.0777	0.8826	0.0009
sunflower seed	has_property	ink	0.0777	0.9509	0.0025
sunflower seed	has_property	haul	0.0777	0.83	0.0094
sunflower seed	has_property	hf	0.0777	0.8966	0.0015
sunflower seed	has_property	cf	0.0777	0.9409	0.001
sunflower seed	has_property	gyros	0.0777	0.92	0.0265
sunflower seed	has_property	went	0.0777	0.8425	0.0004
sunflower seed	has_property	fqdn	0.0777	1.0	0.0003
sunflower seed	has_property	fps	0.0777	0.9637	0.0002
sunflower seed	has_property	fda	0.0777	0.8562	0.0006
sunflower seed	has_property	cyprus	0.0777	0.9294	0.0007
sunflower seed	has_property	carl	0.0777	0.8714	0.0009
sunflower seed	has_property	cst	0.0777	0.8951	0.0069
sunflower seed	has_property	crispy	0.0777	0.8826	0.0077
sunflower seed	has_property	cbc	0.0777	0.7997	0.0002
sunflower seed	has_property	crispy	0.0777	0.8826	0.0077
sunflower seed	has_property	cbc	0.0777	0.7997	0.0002
sunflower seed	has_property	city	0.0777	0.9388	0.0004
sunflower seed	has_property	cfo	0.0777	0.8489	0.0008
sunflower seed	has_property	celebrated	0.0777	0.9464	0.0004
sunflower seed	has_property	cctv	0.0777	0.8731	0.0005
sunflower seed	has_property	pm	0.0777	0.9249	0.0002
sunflower seed	has_property	boosted	0.0777	0.7868	0.0213
sunflower seed	has_property	bjj	0.0777	0.9392	0.0004
union	has_property	against charter schools	0.0777	0.8667	0.2548
nipple	react to	temperature	0.0777	0.8946	0.0903
panic attack	has_property	common now	0.0777	0.9339	0.1231
fish bones	has_property	sharp	0.0777	0.8206	0.0057
white honeysuckle	can	grow	0.0777	0.9109	0.0001
hairy honeysuckle	can	grow	0.0777	0.9109	0.0001
sale	can	jet	0.0777	0.8407	0.0012
james monroe	be called	the era of good feelings	0.0777	0.7619	1.0
sponge	has_property	equivalent	0.0777	0.8374	0.0005
gabbro	can	form	0.0777	0.866	0.0002
superhero	has_property	same	0.0777	0.9642	0.0006
daimon	has_place	away	0.0777	0.8939	0.0002
daimon	has_property	increasing	0.0777	0.8902	0.0022
daimon	has_property	meet	0.0777	0.8469	0.0027
daimon	has_property	dying	0.0777	0.8486	0.0003
sikhism	has_property	similar to buddhism	0.0777	0.8812	0.0797
pink floyd	feel about	brit floyd	0.0777	0.7856	1.0
turtle	can	gore	0.0777	0.8734	0.1812
whisker	has_property	go	0.0777	0.9403	0.0001
airplane	have	5e	0.0777	0.8488	0.0098
wear	can	word	0.0777	0.8732	0.0063
marriage	be considered	sacrament of marriage in catholic church	0.0777	0.8274	1.0
wvu	play in	nc	0.0777	0.8512	1.0
smoother	can	sailing	0.0777	0.8377	1.0
sql	handle	null values	0.0777	0.6963	0.1573
vitamin	can	stock	0.0777	0.839	0.0237
cellular respiration	need	water	0.0777	0.9161	0.0007
sugar	has_property	ayurveda	0.0777	0.8939	0.0008
vacuum bag	can	jump	0.0777	0.8827	0.0001
patient	switch	doctors	0.0777	0.7177	1.0
logo	has_property	important for charities	0.0777	0.867	0.3497
chi	can	meaning	0.0777	0.8306	0.0013
reconciliation	can	back	0.0777	0.9046	0.0124
sum	be used in	math	0.0777	0.9033	0.0054
element	has_property	sol	0.0777	0.9631	0.0003
open	be prime on	amazon	0.0777	0.9579	0.5151
brake	can	pads	0.0777	0.8307	0.0302
starling	has_property	similar	0.0777	0.9111	0.0002
coke	can	squeal	0.0777	0.8318	0.0036
corticosteroid	can	stopped abruptly	0.0777	0.8292	0.5146
brown bear	has_property	equivalent	0.0777	0.8374	0.0005
brown bear	has_property	epidemic	0.0777	0.8439	0.0012
brown bear	has_property	elasticated	0.0777	0.7194	0.0089
brown bear	has_property	einstein	0.0777	0.8722	0.0025
development	relate to	discipline	0.0777	0.7501	1.0
nucleolar organizer	can	work	0.0777	0.9072	0.0
group	has_property	pyramid	0.0777	0.9008	0.0005
beehive	has_property	extinct	0.0777	0.9234	0.0006
freeway	has_property	crashing	0.0777	0.8334	0.0033
expanse	has_property	agreement	0.0777	0.8345	0.0074
expanse	has_property	dublin	0.0777	0.9257	0.01
expanse	has_property	agreement	0.0777	0.8345	0.0074
arsenal	can	defend	0.0777	0.8807	0.0685
slate	can	mug	0.0777	0.828	0.0444
swab	can	types	0.0777	0.8369	0.0002
sunflower seed	has_weather	dry	0.0777	0.9344	0.0006
astigmatism	affect	night	0.0777	0.8537	0.3674
black walnut	has_property	zinc	0.0777	0.9343	0.0058
calendar	has_property	sir	0.0777	0.9278	0.0004
calendar	has_property	ireland	0.0777	0.9613	0.0004
calendar	has_property	ukraine	0.0777	0.9126	0.0013
atlanta	can	upgrade	0.0777	0.8732	0.0159
puppy	has_movement	ahead	0.0777	0.8973	0.0001
bier	has_property	uk	0.0777	0.9583	0.0001
nurse	be in	romeo important	0.0777	0.881	1.0
squat	be bad for	knees	0.0777	0.8327	0.7149
mary	can	rose	0.0777	0.8618	0.0498
uber	have	new ceo	0.0777	0.8489	1.0
phon	can	did	0.0777	0.8899	0.0021
yawning	can	swell	0.0777	0.8074	0.0009
yawning	can	wee	0.0777	0.8069	0.001
yawning	can	grave	0.0777	0.8315	0.0388
adaptation	has_property	australia	0.0777	0.9638	0.0005
lighter	has_property	but	0.0777	0.9327	0.0002
make	can	land	0.0777	0.8553	0.0038
upside	can	engineering	0.0777	0.8184	0.0153
coyote	has_trait	sweet	0.0777	0.9011	0.0003
recipe	has_property	useful	0.0777	0.9257	0.0002
people	kill	animals	0.0777	0.946	0.0047
18	has_property	composite number	0.0777	0.9002	0.0109
choker	has_property	cultural appropriation	0.0777	0.8574	0.0534
iphone	call	itself	0.0777	0.7762	0.3271
choice	has_property	flooring	0.0777	0.8451	0.0461
soldier	get	buzz cuts	0.0777	0.8063	1.0
the devil	has_property	lucifer described with tail	0.0777	0.7673	1.0
hulk	can	share	0.0777	0.8632	0.0037
infant mortality rate	has_property	bsa	0.0777	1.0	0.0004
quark	come in	pairs	0.0777	0.8806	0.0043
subway	take	checks	0.0777	0.8273	1.0
ciprofloxacin	has_property	say	0.0777	0.8759	0.0094
browser	send cookies to	server	0.0777	0.7549	1.0
atp	become	vice verse	0.0777	0.8273	0.3133
bernard	can	bob	0.0777	0.8161	0.0025
caretaker	die	in the longest yard	0.0777	0.7353	1.0
chilli	can	map	0.0777	0.863	0.001
tread	can	twitter	0.0777	0.854	0.0004
spoil	can	ink	0.0777	0.854	0.0036
thought	has_property	equalize	0.0777	0.8447	0.3123
riga	can	twitter	0.0777	0.854	0.0004
carcinogen	has_property	app	0.0777	0.9323	0.0009
identical twin	differ in	personality shared environment	0.0777	0.7939	1.0
make	can	glass	0.0777	0.9115	0.0056
custard	can	effect	0.0777	0.8342	0.0008
custard	can	end	0.0777	0.847	0.0002
bennett	has_property	university quota	0.0777	0.9184	0.0566
vein	need	arteries	0.0777	0.8316	1.0
thud	can	sport	0.0777	0.9107	0.0391
board	can	vote	0.0777	0.8744	0.0002
computer	has_property	an environmental hazard	0.0777	0.8279	1.0
brick	have	pores	0.0777	0.8157	0.0217
metical	has_property	squatting	0.0777	0.814	0.0042
metical	has_place	away	0.0777	0.8939	0.0002
metical	has_property	dying	0.0777	0.8486	0.0003
metical	has_property	increasing	0.0777	0.8902	0.0022
metical	has_movement	running	0.0777	0.9358	0.0004
toilet	can	kill	0.0777	0.8967	0.0004
mike tyson	go to	jail	0.0777	0.9127	0.0033
groat	can	zip	0.0777	0.8974	0.0004
groat	can	quit	0.0777	0.8669	0.0001
cattle	can	sweep	0.0777	0.8385	0.0548
class polyplacophora	can	used	0.0777	0.9748	0.0004
product	be more expensive in	canada	0.0777	0.9582	0.0284
anthropologist	believe	the first americans crossed the land bridge	0.0777	0.7427	1.0
diuretic	can induce	hyperkalemia	0.0777	0.8495	1.0
dram	can	do	0.0777	0.9192	0.0001
epirus	has_property	we	0.0777	0.9436	0.0003
resistance	can	drop	0.0777	0.8215	0.0028
foreigner	die in	germany	0.0777	0.8461	0.1352
development	contribute to	job creation	0.0777	0.7784	0.333
ruffed grouse	be important to	pennsylvania	0.0777	0.8614	0.0561
pyramid	has_place	away	0.0777	0.8939	0.0002
college	require	freshmen to live on campus	0.0777	0.7924	1.0
shin guard	has_property	important in soccer	0.0777	0.9126	0.0339
norwegian lobster	can	eat	0.0777	0.9077	0.0002
toenail	look	yellow	0.0777	0.8718	0.0031
lichen	has_property	good indicators of air quality	0.0777	0.8396	0.6373
equatorial	has_property	ask	0.0777	0.8516	0.0012
flower	smell	bad when they die	0.0777	0.8579	1.0
caller	can	work	0.0777	0.9072	0.0
worm	can	book	0.0777	0.8553	0.0008
explosion	has_property	cns servers	0.0777	0.9216	0.0784
hot tub	has_property	ads	0.0777	0.957	0.0003
grit	can	jump	0.0777	0.8827	0.0001
dissociation	relate to	conductivity	0.0777	0.8515	0.2397
packsack	has_property	belts	0.0777	0.9536	0.0002
carbon	can	react	0.0777	0.8687	0.0026
broom	can	breed	0.0777	0.8613	0.0014
traveling	can	yak	0.0777	0.8457	0.1207
rabbit	has_property	uk	0.0777	0.9583	0.0001
pyramid	has_movement	ahead	0.0777	0.8973	0.0001
safari	has_property	better than google chrome	0.0777	0.8784	0.482
